filename,class,xmin,ymin,width,height,
PGG0A00469_11124726_AIM48279_USS2-2_J2.jpg,watchback,981,634,581,428
PGG0A00469_11124726_AIM48281_USS2-2_J4.jpg,watchback,981,1018,565,466
PGG0A00469_11142044_AIM62241_USS2-2_J2.jpg,watchback,1240,602,638,494
PGG0A00469_11142044_AIM62243_USS2-2_J4.jpg,watchback,1260,1034,594,419
PGG0A00469_11175567_AIM00037021_USS2-TMC2_3.jpg,watchback,1454,728,616,517
PGG0A00469_11175567_AIM00037022_USS2-TMC2_4.jpg,watchback,1463,1034,984,815
PGG0A00469_11175567_AIM00037024_USS2-TMC2_6.jpg,watchback,1492,1066,1006,809
PGG0A00469_11175567_AIM00037025_USS2-TMC2_7.jpg,watchback,1479,1016,617,514
PGG0A00469_11178151_AIM00038725_USS2-TMC2_3.jpg,watchback,1504,665,619,556
PGG0A00469_11178151_AIM00038726_USS2-TMC2_4.jpg,watchback,1527,930,1029,885
PGG0A00469_11178151_AIM00038728_USS2-TMC2_6.jpg,watchback,1528,1133,1019,891
PGG0A00469_11178151_AIM00038729_USS2-TMC2_7.jpg,watchback,1502,1049,640,572
PGG0A00469_11178270_AIM00039525_USS2-TMC2_3.jpg,watchback,1509,636,648,562
PGG0A00469_11178270_AIM00039526_USS2-TMC2_4.jpg,watchback,1541,929,985,783
PGG0A00469_11178270_AIM00039528_USS2-TMC2_6.jpg,watchback,1589,1089,1005,791
PGG0A00469_11178270_AIM00039529_USS2-TMC2_7.jpg,watchback,1523,1026,615,488
PGG0A00469_11400758_AIM00202983_USS2-TMC3_4.jpg,watchback,1726,1306,1011,730
PGG0A00469_11400758_AIM00202985_USS2-TMC3_6.jpg,watchback,1713,1189,1019,744
PGG0A00469_11404953_AIM00278440_USS2-TMC2_4.jpg,watchback,1392,1316,1050,872
PGG0A00469_11404953_AIM00278442_USS2-TMC2_6.jpg,watchback,1318,1139,920,780
PGG0A00469_11415335_AIM00286899_USS2-TMC2_4.jpg,watchback,1589,1319,1013,862
PGG0A00469_11415335_AIM00286901_USS2-TMC2_6.jpg,watchback,1602,1143,991,756
PGG0A00469_11420371_AIM00293071_USS2-TMC2_4.jpg,watchback,1192,1284,1005,822
PGG0A00469_11420371_AIM00293073_USS2-TMC2_6.jpg,watchback,1190,1137,974,889
PGG0A00469_11444656_AIM00236187_USS2-TMC3_3.jpg,watchback,1660,636,714,586
PGG0A00469_11444656_AIM00236189_USS2-TMC3_5.jpg,watchback,1675,1060,680,464
PGG0A00469_11450574_AIM00240050_USS2-TMC3_4.jpg,watchback,1734,1261,1014,914
PGG0A00469_11450574_AIM00240052_USS2-TMC3_6.jpg,watchback,1715,1170,1014,868
PGG0A00469_11457139_AIM00246542_USS2-TMC3_4.jpg,watchback,1440,1287,1043,804
PGG0A00469_11457139_AIM00246544_USS2-TMC3_6.jpg,watchback,1446,1182,1016,585
PGG0A00469_11471523_AIM00260210_USS2-TMC3_4.jpg,watchback,1507,1338,1001,839
PGG0A00469_11471523_AIM00260212_USS2-TMC3_6.jpg,watchback,1527,1203,1035,825
PGG0A00469_11473748_AIM00263939_USS2-TMC3_4.jpg,watchback,1512,1406,1028,865
PGG0A00469_11473748_AIM00263941_USS2-TMC3_6.jpg,watchback,1545,1241,1065,956
PGG0A00469_11475548_AIM00264811_USS2-TMC3_4.jpg,watchback,1626,1377,1020,884
PGG0A00469_11475548_AIM00264813_USS2-TMC3_6.jpg,watchback,1614,1219,1035,909
PGG0A00469_11501847_AIM00305534_USS2-TMC3_4.jpg,watchback,1518,1383,1030,920
PGG0A00469_11501847_AIM00305536_USS2-TMC3_6.jpg,watchback,1535,1203,1048,909
PGG0A00469_11508097_AIM00316382_USS2-TMC3_4.jpg,watchback,1361,1319,1043,913
PGG0A00469_11508097_AIM00316384_USS2-TMC3_6.jpg,watchback,1379,1247,1057,917
PGG0A00469_11574640_AIM00365083_USS2-TMC3_4.jpg,watchback,1508,1376,1025,825
PGG0A00469_11574640_AIM00365085_USS2-TMC3_6.jpg,watchback,1519,1184,1023,790
PGG0A00469_11574640_AIM00375196_USS2-TMC3_4.jpg,watchback,1283,1369,988,819
PGG0A00469_11574640_AIM00375198_USS2-TMC3_6.jpg,watchback,1305,1160,1040,729
PGG0A00469_11574640_AIM00454216_USS2-TMC2_4.jpg,watchback,1406,1269,1014,862
PGG0A00469_11574640_AIM00454218_USS2-TMC2_6.jpg,watchback,1374,1106,957,756
PGG0A00469_11637663_AIM00504403_USS2-TMC2_4.jpg,watchback,1392,1216,998,809
PGG0A00469_11637663_AIM00504405_USS2-TMC2_6.jpg,watchback,1379,1115,988,841
PGG0A00469_11656564_AIM00531720_USS2-TMC2_4.jpg,watchback,1430,1277,980,762
PGG0A00469_11656564_AIM00531722_USS2-TMC2_6.jpg,watchback,1380,1096,1000,876
PGG0A00469_11672948_AIM00555810_USS2-TMC2_4.jpg,watchback,1830,1321,986,815
PGG0A00469_11672948_AIM00555812_USS2-TMC2_6.jpg,watchback,1758,1115,989,753
PGG0A00469_11674096_AIM00097349_CAS1-1_4.jpg,watchback,1782,1743,959,854
PGG0A00469_11674096_AIM00097351_CAS1-1_6.jpg,watchback,1829,1099,993,851
